REVIEWER_URL,REVIEWER_NAME,RAW_HOME_LOCATION,CLEANED_HOME_LOCATION,NUMBER_OF_CONTRIBUTIONS,HELPFUL_VOTES,REVIEWER_UPDATED_TIME
https://www.tripadvisor.com.sg/Profile/zoeellis85,Zoe,"Newcastle, Australia",,38,5,2020-01-20 16:04:19.043148
https://www.tripadvisor.com.sg/Profile/martinb8,martinb8,"Sydney, Australia",,27,15,2020-01-20 16:04:19.798807
https://www.tripadvisor.com.sg/Profile/mbentsi,Maria B,,,55,8,2020-01-20 16:04:20.628615
https://www.tripadvisor.com.sg/Profile/travelbuddy2020,Tammy,"Huntington Beach, California",,64,1,2020-01-20 16:04:21.504881
https://www.tripadvisor.com.sg/Profile/ReluctantReviews,ReluctantReviews,"Vancouver, Canada",,149,56,2020-01-20 16:04:22.159862
https://www.tripadvisor.com.sg/Profile/Bloomy18,Bloomy18,"Rotorua District, New Zealand",,22,5,2020-01-20 16:04:26.489721
https://www.tripadvisor.com.sg/Profile/karinab976,Karina B,"Jyllinge, Denmark",,52,4,2020-01-20 16:04:26.833242
https://www.tripadvisor.com.sg/Profile/BridgitM9,Bridgit M,"Singapore, Singapore",,8,,2020-01-20 16:04:27.193392
https://www.tripadvisor.com.sg/Profile/Zedd23,Zedd,"Singapore, Singapore",,4,,2020-01-20 16:04:27.641903
https://www.tripadvisor.com.sg/Profile/PepePitMD,PepePitMD,"Quito, Ecuador",,736,86,2020-01-20 16:04:28.066269
https://www.tripadvisor.com.sg/Profile/Ollerbarrow,Ollerbarrow,"Altrincham, United Kingdom1,",,599,404,2020-01-20 16:04:32.700174
https://www.tripadvisor.com.sg/Profile/ROB27A,ROB27A,Bournemouth,,6,,2020-01-20 16:04:33.203791
https://www.tripadvisor.com.sg/Profile/techtravel972,techtravel972,"Sydney, Australia",,71,5,2020-01-20 16:04:33.839300
https://www.tripadvisor.com.sg/Profile/nur6430,Nur Zaman,"Bamako, Mali",,19,,2020-01-20 16:04:34.583875
https://www.tripadvisor.com.sg/Profile/52nahidu,Nahid Ullah,,,3,1,2020-01-20 16:04:35.287203
https://www.tripadvisor.com.sg/Profile/FarAway746712,FarAway746712,,,47,5,2020-01-20 16:04:39.756283
https://www.tripadvisor.com.sg/Profile/peterjcrowe,peterjcrowe,"Pakenham, Australia",,9,9,2020-01-20 16:04:40.337037
https://www.tripadvisor.com.sg/Profile/kjpdavid,kjpdavid,"Melbourne, Australia",,70,17,2020-01-20 16:04:40.922540
https://www.tripadvisor.com.sg/Profile/Ke0ne,Keone K,"Comayagua, Honduras",,25,9,2020-01-20 16:04:41.581046
https://www.tripadvisor.com.sg/Profile/746ballfamily746,746ballfamily746,"Sydney, Australia",,322,107,2020-01-20 16:04:42.306437
https://www.tripadvisor.com.sg/Profile/petercL5251FF,Peter C,"London, United Kingdom",,151,56,2020-01-20 16:04:46.928560
https://www.tripadvisor.com.sg/Profile/258melindag,Melinda G,"Mississauga, Canada",,348,53,2020-01-20 16:04:47.398334
https://www.tripadvisor.com.sg/Profile/Benfamily11,Benfamily11,"Los Angeles, CA",,118,14,2020-01-20 16:04:48.093970
https://www.tripadvisor.com.sg/Profile/monuuu,monuuu,bangalore,,64,18,2020-01-20 16:04:48.732584
https://www.tripadvisor.com.sg/Profile/TravelwithmeAT,TravelwithmeAT,"Singapore, Singapore",,78,27,2020-01-20 16:04:49.510287
https://www.tripadvisor.com.sg/Profile/srimanone,srimanone,"Joshua Tree, California",,902,303,2020-01-20 16:04:54.165193
https://www.tripadvisor.com.sg/Profile/hxhxhx,Hx_,,,25,11,2020-01-20 16:04:54.854439
https://www.tripadvisor.com.sg/Profile/549LynneA,Lynne A,"Tywyn, United Kingdom",,260,46,2020-01-20 16:04:55.666366
https://www.tripadvisor.com.sg/Profile/O5561SQsallym,O5561SQsallym,"Sydney, Australia",,69,3,2020-01-20 16:04:56.087027
https://www.tripadvisor.com.sg/Profile/112deniss,Denis S,"Adelaide, Australia",,348,5,2020-01-20 16:04:56.429838
https://www.tripadvisor.com.sg/Profile/LeisaL307,Leisa L,"Adelaide, Australia",,22,10,2020-01-20 16:05:00.514990
https://www.tripadvisor.com.sg/Profile/birdman222015,birdman222015,"Darfield, New Zealand",,137,10,2020-01-20 16:05:00.907683
